"id","sex","bmonth","byear","agemon_1997","race","agemon_1998","agemon_1999","attend_2000","agemon_2000","attend_2001","agemon_2001","attend_2002","values_2002","obey_2002","decide_2002","todo_2002","pray_2002","agemon_2002","agemon_2003","attend_2003","agemon_2004","attend_2004","agemon_2005","relpref_2005","attend_2005","values_2005","obey_2005","decide_2005","todo_2005","pray_2005","agemon_2006","attend_2006","agemon_2007","attend_2007","agemon_2008","relpref_2008","attend_2008","values_2008","obey_2008","decide_2008","todo_2008","pray_2008","agemon_2009","attend_2009","agemon_2010","attend_2010","rvalues_2002","rvalues_2005","rvalues_2008","rtodo_2002","rtodo_2005","rtodo_2008","cat2000","cat2001","cat2002","cat2003","cat2004","cat2005","cat2006","cat2007","cat2008","cat2009","cat2010"
2727,1,12,1982,172,2,"191","203",7,215,7,230,7,"0","0","1","0","1",241,251,7,263,7,275,"19",7,"1","0","1","0","1",286,7,298,7,311,"19",7,"R","R","1","0","1",322,7,337,8,1,0,NA,1,1,1,3,3,3,3,3,3,3,3,3,3,3
2728,1,3,1984,157,4,"177","189",7,201,7,214,6,"0","1","1","0","1",226,237,6,249,6,261,"3",6,"0","1","1","0","1",274,6,284,6,296,"8",7,"0","1","1","0","1",308,7,322,6,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3
2729,2,1,1980,206,4,"228","238",5,250,7,262,4,"1","0","1","1","0",276,286,1,298,6,310,"5",3,"1","1","D","D","1",321,1,333,1,345,"5",4,"1","0","1","0","1",357,1,369,2,0,0,0,0,NA,1,2,3,2,1,3,2,1,1,2,1,1
2730,1,4,1980,204,4,"228","236",6,248,5,260,6,"0","0","1","0","1",272,283,6,296,7,309,"12",6,"0","1","1","0","1",321,6,331,6,345,"12",6,"1","1","1","0","1",355,6,369,6,1,1,0,1,1,1,3,2,3,3,3,3,3,3,3,3,3
2731,1,7,1982,177,4,"196","209",7,220,6,233,7,"0","1","1","0","1",246,256,6,268,6,281,"3",6,"0","0","1","0","1",291,6,303,6,315,"3",6,"1","0","1","0","1",327,6,340,6,1,1,0,1,1,1,3,3,3,3,3,3,3,3,3,3,3
2732,1,11,1983,160,4,"180","194",6,205,6,216,6,"0","0","1","0","1",231,242,3,254,5,266,"1",5,"1","0","1","0","0",278,5,290,4,300,"1",5,"1","0","0","0","0",312,6,324,4,1,0,0,1,1,1,3,3,3,2,2,2,2,2,2,3,2
2733,1,5,1982,178,4,"199","211",3,223,4,237,2,"1","0","0","0","0",248,258,1,270,1,284,"1",2,"1","D","0","D","0",293,3,305,2,317,"1",1,"1","0","0","0","0",330,2,341,1,0,0,0,1,NA,1,2,2,1,1,1,1,2,1,1,1,1
2734,2,1,1983,171,4,"190","202",7,214,6,229,6,"0","1","1","0","1",239,251,6,263,6,274,"2",6,"0","1","1","0","1",286,6,298,6,310,"12",6,"1","1","1","0","1",321,7,333,7,1,1,0,1,1,1,3,3,3,3,3,3,3,3,3,3,3
2735,1,11,1984,149,2,"168","180",7,192,7,206,7,"0","1","1","0","1",218,229,6,240,7,254,"2",4,"0","0","1","0","0",267,2,278,1,290,"2",4,"0","0","1","0","0",302,3,311,2,1,1,1,1,1,1,3,3,3,3,3,2,1,1,2,2,1
2736,1,2,1984,158,4,"177","189",7,201,7,215,7,"0","1","1","0","1",226,237,7,253,7,261,"2",7,"0","D","1","0","1",272,6,285,5,296,"2",7,"0","1","1","0","1",308,7,322,6,1,1,1,1,1,1,3,3,3,3,3,3,3,2,3,3,3
2737,1,4,1981,193,4,"212","224",5,236,2,248,4,"0","0","0","0","0",266,272,4,284,2,296,"1",2,"1","0","1","0","0",309,2,319,2,331,"1",2,"1","0","0","0","0",342,2,356,2,1,0,0,1,1,1,2,1,2,2,1,1,1,1,1,1,1
2738,1,9,1982,176,4,"195","207",6,219,5,231,4,"1","0","1","0","1",243,255,3,268,5,279,"1",2,"1","0","1","0","0",291,2,303,5,314,"1",4,"1","0","1","0","0",326,6,338,4,0,0,0,1,1,1,3,2,2,2,2,1,1,2,2,3,2
2739,2,1,1980,207,4,"229","238",2,251,2,264,5,"0","0","1","0","0",277,286,4,303,1,311,"1",2,"1","0","1","0","0",324,6,335,5,346,"1",4,"1","0","1","0","0",363,5,374,5,1,0,0,1,1,1,1,1,2,2,1,1,3,2,2,2,2
2740,2,9,1980,200,4,"219","232",6,246,6,257,5,"1","1","1","0","1",269,280,5,292,5,303,"2",5,"0","1","1","0","1",316,3,326,4,338,"2",3,"1","1","1","0","1",349,4,361,3,0,1,0,1,1,1,3,3,2,2,2,2,2,2,2,2,2
2742,1,12,1981,184,4,"206","215",7,227,2,241,2,"0","1","1","0","0",253,266,5,275,5,289,"2",3,"1","0","0","0","0",299,2,310,1,323,"2",1,"1","0","1","0","0",335,2,348,2,1,0,0,1,1,1,3,1,1,2,2,2,1,1,1,1,1
2743,1,12,1981,184,4,"206","215",6,227,5,241,6,"0","1","1","0","0",254,264,5,275,3,288,"2",3,"0","0","1","0","1",299,2,312,3,326,"2",4,"0","0","1","0","0",333,4,346,5,1,1,1,1,1,1,3,2,3,2,2,2,1,2,2,2,2
2749,2,5,1980,201,4,"222","234",1,248,6,260,6,"1","0","1","0","0",270,282,6,294,4,306,"1",5,"1","0","1","0","0",318,3,330,3,341,"1",3,"1","0","1","0","0",353,3,366,5,0,0,0,1,1,1,1,3,3,3,2,2,2,2,2,2,2
2750,2,11,1981,183,4,"204","216",1,230,2,242,1,"1","0","0","1","0",252,264,1,276,1,288,"13",1,"1","0","0","D","0",300,1,311,1,325,"27",2,"1","0","0","1","0",336,2,348,1,0,0,0,0,NA,0,1,1,1,1,1,1,1,1,1,1,1
2754,2,1,1982,184,4,"205","215",6,226,6,240,4,"0","0","1","0","0",250,262,4,274,3,286,"1",3,"0","0","1","0","0",298,3,310,3,322,"1",2,"0","0","0","0","0",333,2,348,4,1,1,1,1,1,1,3,3,2,2,2,2,2,2,1,1,2
2755,1,5,1984,156,4,"177","187",6,198,6,212,5,"0","0","1","0","0",222,234,4,246,4,258,"1",4,"1","0","0","0","0",270,5,283,3,293,"1",4,"1","0","0","0","0",306,2,317,2,1,0,0,1,1,1,3,3,2,2,2,2,2,2,2,1,1
2757,2,4,1984,156,4,"175","188",7,200,7,213,7,"1","0","1","0","1",225,236,7,248,6,260,"1",6,"0","0","1","0","1",271,7,284,7,296,"1",6,"1","0","1","0","1",306,5,320,6,0,1,0,1,1,1,3,3,3,3,3,3,3,3,3,2,3
2758,1,8,1980,199,4,"220","232",2,244,2,257,3,"0","0","1","0","0",268,280,2,292,6,303,"1",3,"1","0","1","0","0",315,3,327,4,338,"1",4,"D","0","1","0","0",350,4,363,5,1,0,NA,1,1,1,1,1,2,1,3,2,2,2,2,2,2
2760,2,4,1981,191,4,"214","223",1,237,2,249,1,"0","0","1","0","0",261,270,2,283,5,295,"12",2,"0","0","1","0","0",307,3,318,5,330,"12",5,"0","D","1","0","1",342,3,354,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1
2761,1,1,1982,182,4,"204","214",1,228,2,240,1,"1","0","1","1","0",250,262,1,274,1,286,"27",1,"1","0","0","D","0",299,1,309,1,322,"1",1,"0","0","0","0","0",333,1,346,1,0,0,1,0,NA,1,1,1,1,1,1,1,1,1,1,1,1
2763,2,8,1984,151,4,"171","183",1,197,2,209,1,"1","1","1","0","0",219,231,1,244,1,255,"12",1,"1","1","1","0","0",267,4,278,3,290,"D",1,"1","1","1","0","0",302,2,314,1,0,0,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1
2764,2,10,1984,150,1,"169","181",5,194,3,207,5,"0","1","1","0","0",217,229,5,242,4,253,"12",5,"1","1","1","0","1",265,3,280,3,289,"12",2,"1","1","1","0","1",300,2,313,2,1,0,0,1,1,1,2,2,2,2,2,2,2,2,1,1,1
2767,2,7,1980,200,4,"220","233",1,248,1,259,1,"1","0","0","0","0",268,280,1,293,2,304,"1",2,"1","1","1","0","0",316,2,328,1,340,"1",1,"1","0","0","1","0",351,1,364,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
2768,2,10,1982,173,4,"192","206",6,220,6,231,6,"0","1","0","0","1",241,253,7,265,6,278,"16",6,"1","0","D","D","D",290,5,302,7,314,"16",7,"0","0","0","0","0",327,7,339,7,1,0,1,1,NA,1,3,3,3,3,3,3,2,3,3,3,3
2770,2,12,1980,194,4,"215","228",3,240,5,253,3,"0","0","1","0","0",263,276,2,288,3,299,"4",2,"1","0","1","0","0",311,1,322,1,340,"4",1,"1","0","1","0","0",346,1,365,1,1,0,0,1,1,1,2,2,2,1,2,1,1,1,1,1,1
2775,1,8,1982,174,4,"196","N",6,223,6,232,2,"1","0","0","0","0",245,255,1,271,2,280,"25",2,"1","0","1","0","0",290,2,303,1,317,"1",1,"1","0","1","0","0",327,1,339,1,0,0,0,1,1,1,3,3,1,1,1,1,1,1,1,1,1
2776,1,5,1984,153,4,"175","N",6,202,6,211,5,"0","0","0","1","1",224,235,6,250,6,258,"18",6,"0","1","1","0","1",273,6,282,6,294,"18",6,"0","1","1","0","1",305,6,318,6,1,1,1,0,1,1,3,3,2,3,3,3,3,3,3,3,3
2778,1,1,1983,173,4,"190","203",6,216,5,228,3,"1","0","0","0","0",238,253,4,263,2,274,"3",2,"1","0","0","0","0",286,2,297,2,310,"25",1,"1","0","0","0","0",321,1,334,1,0,0,0,1,1,1,3,2,2,2,1,1,1,1,1,1,1
2779,1,8,1981,187,4,"207","220",6,232,6,245,6,"0","0","1","0","0",255,267,6,279,6,292,"10",5,"0","1","1","0","1",304,7,314,7,326,"10",7,"0","1","1","0","1",338,7,350,7,1,1,1,1,1,1,3,3,3,3,3,2,3,3,3,3,3
2780,2,2,1984,161,4,"179","192",2,203,2,216,3,"0","0","1","0","0",229,237,3,255,3,267,"5",2,"0","0","0","0","0",275,1,284,1,296,"12",2,"1","0","1","0","0",308,6,320,5,1,1,0,1,1,1,1,1,2,2,2,1,1,1,1,3,2
2781,2,3,1980,207,4,"227","239",3,251,5,262,4,"1","1","1","0","0",272,284,4,296,3,308,"4",4,"1","D","1","0","D",320,4,332,4,344,"4",5,"1","R","1","0","1",355,2,367,3,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,1,2
2782,2,5,1980,202,4,"224","235",4,247,3,260,3,"1","0","1","0","1",270,282,2,294,2,306,"4",2,"1","0","0","0","0",318,2,329,2,342,"27",2,"1","0","0","D","0",353,3,365,3,0,0,0,1,1,NA,2,2,2,1,1,1,1,1,1,2,2
2784,2,4,1980,202,4,"225","238",2,251,3,261,2,"1","1","1","0","1",271,283,5,295,3,309,"12",1,"0","1","1","0","1",318,2,330,1,342,"12",2,"0","1","1","0","1",353,3,366,2,0,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1
2785,2,1,1983,169,4,"191","204",2,218,5,228,6,"1","0","1","0","1",238,250,6,262,6,276,"12",6,"1","0","1","0","1",286,6,297,6,310,"12",5,"1","0","1","0","1",321,3,333,2,0,0,0,1,1,1,1,2,3,3,3,3,3,3,2,2,1
2787,2,2,1981,196,4,"216","227",1,241,2,252,3,"0","0","1","0","1",262,275,3,286,2,298,"4",2,"1","0","1","0","1",308,2,320,3,334,"4",2,"1","0","1","0","1",343,2,356,3,1,0,0,1,1,1,1,1,2,2,1,1,1,2,1,1,2
2788,1,7,1983,167,4,"187","199",6,212,4,222,5,"0","0","1","0","1",233,245,5,257,5,269,"4",5,"0","0","1","0","1",280,5,291,4,304,"4",3,"0","0","1","0","1",315,3,328,2,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,1
2789,1,4,1982,179,4,"201","213",1,227,1,239,2,"1","0","1","0","0",249,261,3,274,1,284,"25",1,"1","0","0","0","0",297,1,309,2,320,"12",1,"1","0","0","0","0",330,1,342,1,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1
2790,1,1,1980,208,4,"227","241",5,252,6,265,3,"0","1","1","0","1",274,286,5,299,3,310,"13",3,"0","1","1","0","0",322,3,333,3,346,"3",3,"0","1","1","0","0",357,5,369,4,1,1,1,1,1,1,2,3,2,2,2,2,2,2,2,2,2
2791,1,10,1982,175,4,"196","208",4,219,4,232,5,"1","0","1","0","0",242,255,5,266,6,277,"13",6,"0","0","1","0","0",290,6,301,5,313,"13",5,"1","0","1","0","0",324,5,337,5,0,1,0,1,1,1,2,2,2,2,3,3,3,2,2,2,2
2792,2,5,1984,155,4,"174","186",4,199,7,212,7,"0","0","1","0","1",223,235,5,247,2,259,"27",3,"1","0","1","0","0",270,2,282,2,294,"25",1,"1","0","0","0","0",305,3,318,2,1,0,0,1,1,1,2,3,3,2,1,2,1,1,1,2,1
2794,1,5,1981,191,4,"210","222",2,236,2,248,2,"1","0","1","0","0",258,269,1,282,2,295,"8",6,"0","1","1","0","1",307,6,318,4,330,"1",2,"0","0","0","0","0",341,2,354,6,0,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,3
2798,1,10,1983,162,4,"182","193",2,207,2,219,2,"1","0","1","0","0",229,241,2,254,5,266,"1",5,"0","1","1","0","0",278,2,292,3,300,"1",2,"0","1","1","0","0",312,5,324,3,0,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2
2799,1,8,1980,200,1,"220","231",6,246,2,257,2,"0","0","1","0","0",268,279,1,291,1,304,"13",1,"0","0","D","0","0",316,1,327,1,340,"12",1,"1","0","1","0","0",350,2,362,1,1,1,0,1,1,1,3,1,1,1,1,1,1,1,1,1,1
2800,1,11,1981,185,1,"205","216",2,231,5,245,6,"1","0","1","0","0",256,264,2,276,1,289,"13",1,"0","1","1","0","1",301,1,311,1,327,"12",1,"0","1","1","D","1",336,1,351,1,0,1,1,1,1,NA,1,2,3,1,1,1,1,1,1,1,1
2801,2,3,1983,169,4,"191","203",6,213,2,227,1,"1","0","0","0","0",237,248,1,260,1,272,"3",2,"1","0","0","0","0",284,2,295,1,308,"3",2,"1","0","0","0","0",318,1,332,1,0,0,0,1,1,1,3,1,1,1,1,1,1,1,1,1,1
2802,2,12,1982,172,4,"192","205",7,216,7,229,5,"1","0","1","0","1",239,251,5,263,4,276,"5",6,"0","0","1","0","1",288,4,299,3,311,"5",3,"1","1","1","0","1",322,5,334,6,0,1,0,1,1,1,3,3,2,2,2,3,2,2,2,2,3
2805,2,10,1982,172,4,"198","205",5,218,2,230,1,"1","0","0","0","0",242,254,1,266,2,277,"37",1,"0","0","0","0","0",289,1,300,1,314,"27",2,"1","1","0","0","0",324,1,337,1,0,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1
2806,2,1,1982,184,4,"202","214",7,229,5,242,3,"0","1","1","0","0",251,265,4,279,4,288,"11",4,"0","0","1","0","1",300,4,311,3,323,"11",4,"1","0","1","0","1",334,3,347,3,1,1,0,1,1,1,3,2,2,2,2,2,2,2,2,2,2
2807,1,1,1984,160,4,"178","190",7,204,7,215,3,"0","0","1","0","0",232,244,4,251,2,267,"11",2,"0","1","1","0","0",279,1,285,2,299,"13",1,"0","0","1","0","1",310,7,321,7,1,1,1,1,1,1,3,3,2,2,1,1,1,1,1,3,3
2809,2,5,1981,190,1,"215","223",2,234,3,247,6,"0","1","1","0","1",262,270,6,283,5,294,"2",3,"0","1","1","0","1",307,5,318,2,330,"2",1,"0","0","1","0","1",340,2,354,1,1,1,1,1,1,1,1,2,3,3,2,2,2,1,1,1,1
2812,2,1,1981,193,4,"218","226",1,238,1,250,1,"0","0","0","0","0",263,274,1,286,2,298,"27",2,"0","0","D","0","0",310,1,322,1,333,"27",1,"1","0","1","0","0",346,1,360,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2813,1,8,1982,175,1,"195","208",1,220,1,235,1,"0","0","0","0","1",245,257,2,268,1,279,"27",1,"1","0","1","0","0",290,2,302,1,314,"27",1,"0","0","0","0","0",326,1,339,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2815,2,6,1983,170,1,"N","N",2,211,1,222,1,"1","0","1","0","0",233,246,1,263,1,269,"13",1,"1","1","0","0","0",280,1,292,2,304,"D",1,"1","1","0","1","1",316,2,328,3,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,2
2816,2,7,1984,157,1,"177","186",8,198,1,209,1,"0","0","0","0","1",220,232,1,244,1,256,"2",6,"0","0","1","0","1",267,7,279,6,292,"2",2,"0","1","1","0","0",304,1,317,1,1,1,1,1,1,1,3,1,1,1,1,3,3,3,1,1,1
2818,2,1,1984,157,4,"178","190",7,206,8,215,6,"0","0","1","0","1",228,238,7,251,6,262,"18",6,"0","1","1","0","1",274,7,285,7,297,"18",7,"0","0","1","0","1",310,7,323,7,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3
2821,2,9,1981,187,1,"211","221",6,231,4,247,6,"0","D","1","1","1",257,266,7,279,6,290,"2",4,"0","1","1","0","1",301,5,313,5,325,"2",7,"0","1","1","0","1",336,2,350,6,1,1,1,0,1,1,3,2,3,3,3,2,2,2,3,1,3
2825,1,4,1982,182,1,"199","211",1,223,6,236,4,"1","1","1","0","1",249,259,2,274,2,283,"2",2,"0","1","1","0","1",297,1,308,4,322,"D",6,"0","1","1","0","1",331,4,343,4,0,1,1,1,1,1,1,3,2,1,1,1,1,2,3,2,2
2827,2,11,1982,177,1,"197","206",1,216,1,229,1,"1","1","0","0","0",242,252,5,265,1,276,"27",2,"1","1","1","0","0",289,1,300,1,311,"D",5,"1","0","1","0","0",323,6,337,5,0,0,0,1,1,1,1,1,1,2,1,1,1,1,2,3,2
2828,2,12,1982,171,1,"195","207",1,218,2,229,1,"0","0","0","0","0",242,251,1,264,1,275,"25",1,"1","0","0","1","0",288,1,298,1,310,"25",2,"1","0","0","1","0",322,2,335,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
2829,1,9,1980,197,4,"218","230",8,244,7,254,1,"1","0","1","0","1",269,278,1,291,1,302,"37",1,"0","0","1","0","1",314,5,326,1,337,"27",6,"0","0","1","0","1",349,1,364,6,0,1,1,1,1,1,3,3,1,1,1,1,2,1,3,1,3
2830,1,9,1982,179,1,"199","N",1,220,2,232,1,"1","0","0","1","0",245,254,1,267,1,278,"27",1,"1","0","0","1","0",290,1,301,1,313,"2",1,"1","0","0","1","0",324,1,339,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
2833,1,5,1983,169,4,"187","198",6,212,6,224,6,"0","0","0","0","0",234,246,6,259,6,270,"1",6,"0","0","0","0","0",281,6,293,6,305,"1",6,"1","0","1","0","0",316,6,330,6,1,1,0,1,1,1,3,3,3,3,3,3,3,3,3,3,3
2840,2,12,1983,160,4,"179","193",6,206,6,220,3,"0","1","1","0","1",230,239,3,252,6,266,"18",5,"1","0","1","0","1",278,6,286,6,298,"18",5,"1","0","1","0","1",311,3,323,5,1,0,0,1,1,1,3,3,2,2,3,2,3,3,2,2,2
2841,2,9,1983,175,4,"182","194",6,206,5,221,4,"0","0","0","0","0",232,243,4,256,4,268,"1",3,"0","0","1","0","1",280,4,293,4,306,"1",4,"0","0","1","0","1",317,7,326,4,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,3,2
2844,2,4,1984,157,4,"176","187",4,201,2,214,2,"1","0","1","0","0",223,237,1,249,1,259,"4",1,"1","0","1","0","0",271,2,282,2,296,"12",1,"D","0","1","0","1",305,2,320,1,0,0,NA,1,1,1,2,1,1,1,1,1,1,1,1,1,1
2851,1,12,1983,160,4,"180","190",2,204,3,216,2,"0","0","0","0","0",228,239,2,252,2,264,"8",2,"1","0","1","0","0",275,6,287,2,300,"8",2,"1","0","0","1","0",310,2,323,2,1,0,0,1,1,0,1,2,1,1,1,1,3,1,1,1,1
2858,1,1,1981,193,4,"214","226",3,240,2,253,2,"1","0","0","1","0",264,274,1,287,1,298,"25",1,"1","0","0","1","0",310,1,323,1,333,"26",1,"1","0","0","1","0",345,1,359,1,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1
2860,1,9,1980,199,4,"220","229",1,245,1,256,1,"0","1","1","1","0",270,278,1,291,1,303,"2",6,"0","1","1","1","1",315,6,326,3,338,"8",5,"R","1","1","1","1",349,2,362,1,1,1,NA,0,0,0,1,1,1,1,1,3,3,2,2,1,1
2865,2,11,1984,148,4,"168","180",4,192,6,206,4,"0","1","1","0","0",218,229,1,241,1,254,"2",2,"1","0","1","0","0",264,1,277,1,288,"2",1,"0","1","1","0","0",301,1,313,2,1,0,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1
2867,1,5,1984,153,4,"174","185",8,200,6,212,7,"1","1","1","0","1",225,235,7,247,7,258,"2",7,"1","1","1","0","1",271,7,281,7,293,"2",7,"0","0","1","0","1",305,5,319,4,0,0,1,1,1,1,3,3,3,3,3,3,3,3,3,2,2
2868,1,11,1981,183,4,"206","215",1,230,1,242,1,"1","0","0","0","0",255,267,1,277,1,288,"12",1,"0","0","0","0","0",301,1,312,1,325,"12",1,"1","0","0","0","0",335,1,349,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2870,2,12,1983,161,4,"179","192",8,203,7,215,7,"0","0","1","0","1",229,245,6,253,7,265,"14",6,"0","0","0","0","0",275,6,288,6,301,"14",6,"0","0","1","0","0",312,5,324,4,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,2
2871,1,8,1981,189,4,"208","220",8,235,8,243,8,"1","0","1","0","1",256,269,8,281,8,291,"14",8,"0","1","1","0","1",303,8,318,8,327,"14",8,"0","1","1","0","1",339,8,350,7,0,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3
2873,1,4,1980,203,4,"224","236",7,248,6,260,6,"0","0","1","0","0",271,283,6,296,6,307,"15",6,"0","0","0","0","0",318,6,330,6,342,"14",7,"0","0","1","0","1",353,6,366,6,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3
2874,1,6,1981,189,4,"209","222",1,233,2,250,1,"1","0","1","1","0",259,271,1,281,1,294,"27",1,"1","0","0","1","0",304,1,316,2,328,"26",1,"1","0","0","1","0",340,1,354,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
2876,1,8,1980,199,4,"222","233",6,247,4,260,4,"1","0","0","0","0",269,282,4,293,3,305,"17",4,"1","0","0","0","0",315,4,328,3,340,"14",3,"1","0","0","0","0",350,4,369,3,0,0,0,1,1,1,3,2,2,2,2,2,2,2,2,2,2
2877,2,1,1983,170,4,"193","202",7,214,2,228,6,"0","1","1","0","1",242,253,6,263,6,276,"14",5,"1","0","0","0","0",288,4,301,4,309,"14",5,"1","0","0","0","0",321,5,340,5,1,0,0,1,1,1,3,1,3,3,3,2,2,2,2,2,2
2884,1,11,1983,160,4,"180","193",3,205,3,219,3,"1","0","1","0","0",228,242,3,252,3,264,"1",3,"1","0","0","0","0",275,3,287,3,299,"1",2,"1","0","0","0","0",311,3,323,2,0,0,0,1,1,1,2,2,2,2,2,2,2,2,1,2,1
2885,2,12,1981,189,4,"208","216",3,228,2,239,1,"0","0","1","0","0",251,263,1,276,1,287,"1",1,"0","D","1","D","0",300,1,310,1,322,"1",2,"0","1","1","0","0",333,2,348,1,1,1,1,1,NA,1,2,1,1,1,1,1,1,1,1,1,1
2886,1,2,1984,157,1,"177","189",6,202,5,213,2,"1","0","0","1","0",226,238,1,249,1,262,"1",1,"0","0","1","0","0",272,2,285,3,296,"1",2,"0","0","0","0","0",310,2,323,1,0,1,1,0,1,1,3,2,1,1,1,1,1,2,1,1,1
2887,2,12,1982,171,1,"190","203",6,215,5,229,6,"0","0","1","0","1",241,254,6,264,2,276,"12",7,"0","1","1","0","1",288,6,301,6,311,"12",6,"0","0","1","0","1",323,6,338,6,1,1,1,1,1,1,3,2,3,3,1,3,3,3,3,3,3
2894,2,6,1980,201,4,"225","235",6,246,6,258,6,"1","0","1","0","1",269,285,6,294,6,305,"1",5,"1","D","1","1","0",317,6,329,4,341,"1",6,"1","0","1","D","R",352,6,364,6,0,0,0,1,0,NA,3,3,3,3,3,2,3,2,3,3,3
2898,1,8,1983,162,4,"183","196",6,207,4,219,5,"1","0","0","0","0",231,244,3,255,3,267,"5",2,"1","0","0","0","0",278,4,290,5,304,"7",6,"1","0","0","0","0",315,3,328,3,0,0,0,1,1,1,3,2,2,2,2,1,2,2,3,2,2
2900,1,11,1981,185,4,"204","216",5,228,3,240,4,"1","0","0","1","0",252,265,3,276,2,288,"3",2,"1","0","1","0","0",301,3,311,2,323,"3",2,"1","0","0","1","0",335,2,349,2,0,0,0,0,1,0,2,2,2,2,1,1,2,1,1,1,1
2904,1,9,1980,201,4,"223","232",1,247,1,255,1,"1","0","1","1","0",268,278,1,290,1,303,"2",1,"1","D","1","1","0",316,1,331,1,337,"2",1,"1","D","1","0","0",349,1,362,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
2905,2,8,1983,163,4,"182","197",4,209,4,220,4,"0","0","1","0","0",232,244,3,257,2,268,"27",1,"1","0","0","0","0",278,2,291,1,302,"27",1,"1","0","0","0","0",314,1,326,1,1,0,0,1,1,1,2,2,2,2,1,1,1,1,1,1,1
2906,1,10,1984,149,4,"168","183",5,195,5,206,4,"1","0","0","0","0",218,230,3,243,2,255,"1",2,"1","0","0","1","0",266,2,277,2,289,"1",2,"1","0","0","1","0",299,2,313,1,0,0,0,1,0,0,2,2,2,2,1,1,1,1,1,1,1
2907,1,4,1980,203,4,"225","237",1,249,1,263,1,"1","0","1","0","0",273,283,1,295,1,308,"27",1,"1","0","1","0","0",318,1,330,1,342,"25",1,"1","0","R","D","0",354,1,367,1,0,0,0,1,1,NA,1,1,1,1,1,1,1,1,1,1,1
2908,1,5,1983,170,4,"187","200",6,211,6,223,3,"0","1","0","0","0",235,247,2,260,3,271,"3",2,"1","D","0","0","0",282,2,295,3,305,"3",1,"1","0","0","0","0",319,3,330,2,1,0,0,1,1,1,3,3,2,1,2,1,1,2,1,2,1
2909,2,12,1983,159,4,"184","193",1,206,1,218,2,"1","0","0","1","1",233,240,1,253,1,270,"27",1,"1","1","1","1","0",276,1,286,1,298,"27",1,"1","0","1","1","0",309,1,324,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
2910,1,2,1980,206,1,"225","240",2,252,1,262,1,"1","0","0","0","0",275,285,1,297,1,309,"12",1,"1","0","D","D","0",321,1,332,1,346,"27",1,"1","0","D","D","0",355,5,371,3,0,0,0,1,NA,NA,1,1,1,1,1,1,1,1,1,2,2
2912,2,2,1983,170,4,"190","203",1,215,2,227,5,"0","0","1","0","0",238,249,3,261,1,273,"2",1,"0","0","1","0","0",284,1,296,1,309,"2",1,"1","0","0","0","0",319,1,333,1,1,1,0,1,1,1,1,1,2,2,1,1,1,1,1,1,1
2913,2,2,1983,170,4,"190","203",1,215,1,227,1,"1","0","0","1","0",238,250,2,261,2,273,"25",1,"1","0","0","D","0",285,1,297,2,310,"25",1,"1","0","0","0","0",322,1,334,1,0,0,0,0,NA,1,1,1,1,1,1,1,1,1,1,1,1
2914,2,5,1981,191,4,"210","224",1,235,1,248,1,"1","0","0","0","0",260,270,1,284,1,295,"27",2,"1","0","0","D","0",307,1,317,1,330,"27",1,"1","0","0","D","0",341,1,354,1,0,0,0,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1
2915,1,11,1980,197,1,"217","230",5,243,4,254,6,"1","1","0","0","0",265,276,3,289,1,301,"12",1,"1","0","0","0","0",311,1,323,1,335,"12",2,"1","0","0","0","0",346,1,362,1,0,0,0,1,1,1,2,2,3,2,1,1,1,1,1,1,1
